1	28433.5
2	26201.5
3	22809.1
53	22214.3
64	22080.5
123	21998
198	21931.7
687	21670.3
876	21343.3
883	20681.4
2152	20171.4
55847	20090.2
63144	19638.9
97192	19333.5
148024	19304
348860	18757.1
491963	18700.1
